UserName,Handle,Timestamp,Text,Comments,Likes,Retweets,Views,Engagement Score,ImageURLs
Farid Elmasry,@Puregyptian,2023-10-20T23:02:26.000Z,"Farid Elmasry
@Puregyptian
·
Oct 20Portrait. 

 #digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie #code_combo",0,0,1,13,7.69,"https://pbs.twimg.com/profile_images/1711319136519827456/FHg99lUd_x96.jpg, https://pbs.twimg.com/media/F86xlsYWkAAl1ZP?format=jpg&name=medium"
Zbynek KYSELA,@DrKysela,2023-10-18T17:08:34.000Z,"Zbynek KYSELA
@DrKysela
·
Oct 18"" Artwork No. 1366  ""
Curious for more? Click the link in my bio! 
.
.
.
#digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie",1,0,2,151,1.32,"https://pbs.twimg.com/profile_images/948187738993516544/p8G0-r47_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/2b50.svg, https://abs-0.twimg.com/emoji/v2/svg/270f.svg, https://abs-0.twimg.com/emoji/v2/svg/2764.svg, https://abs-0.twimg.com/emoji/v2/svg/261d.svg, https://pbs.twimg.com/media/F8vNauTXQAAdrsH?format=jpg&name=medium"
Zbynek KYSELA,@DrKysela,2023-10-18T14:23:04.000Z,"Zbynek KYSELA
@DrKysela
·
Oct 18"" Artwork No. 1365  ""
Curious for more? Click the link in my bio! 
.
.
.
#digitaldrawing #digitalart #digitalportrait #watercolor #aquarelle #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie",0,0,1,133,0.75,"https://pbs.twimg.com/profile_images/948187738993516544/p8G0-r47_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/2b50.svg, https://abs-0.twimg.com/emoji/v2/svg/270f.svg, https://abs-0.twimg.com/emoji/v2/svg/2764.svg, https://abs-0.twimg.com/emoji/v2/svg/261d.svg, https://pbs.twimg.com/media/F8uniQ5XAAEeXW0?format=jpg&name=medium"
Daria,@WestTsu,2023-10-18T08:32:02.000Z,"Daria
@WestTsu
·
Oct 18Друзі! Сьогодні дуже хочу поділитись з вами своєю радістю та прогресом. Два місяця різниці між цими портретами, АЛЕ! Всі, хто тільки починає цей шлях - не впадайте у відчай і працюйте, все вийде!
#УкрАртПідтримка #украрт #art #digitalillustration #digitalportrait #portrait",0,1,6,57,12.28,"https://pbs.twimg.com/profile_images/1677627843835035648/UUwxZn72_x96.jpg, https://pbs.twimg.com/media/F8tXL4VW8AAA7Pf?format=jpg&name=small, https://pbs.twimg.com/media/F8tXL3gWEAAFaRM?format=jpg&name=small"
Zbynek KYSELA,@DrKysela,2023-10-18T08:13:27.000Z,"Zbynek KYSELA
@DrKysela
·
Oct 18"" Artwork No. 1363  ""
Curious for more? Click the link in my bio! 
.
.
.
#digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie",0,0,2,142,1.41,"https://pbs.twimg.com/profile_images/948187738993516544/p8G0-r47_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/2b50.svg, https://abs-0.twimg.com/emoji/v2/svg/270f.svg, https://abs-0.twimg.com/emoji/v2/svg/2764.svg, https://abs-0.twimg.com/emoji/v2/svg/261d.svg, https://pbs.twimg.com/media/F8tS8DnXcAA2GPm?format=jpg&name=medium"
heArtYet,@Yet_D,2023-10-18T05:53:02.000Z,"heArtYet
@Yet_D
·
Oct 18#SB19_KEN #SB19 #FELIPSUSON #FELIP #digitalpainting #digitalart #digitalportrait #sb19_fanart",0,0,3,154,1.95,"https://pbs.twimg.com/profile_images/1708878582620282880/CplFhhdK_x96.jpg, https://pbs.twimg.com/media/F8syy2waoAAggCl?format=jpg&name=medium"
Zbynek KYSELA,@DrKysela,2023-10-18T05:47:10.000Z,"Zbynek KYSELA
@DrKysela
·
Oct 18"" Artwork No. 1362  ""
Curious for more? Click the link in my bio! 
.
.
.
#digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie",0,0,3,168,1.79,"https://pbs.twimg.com/profile_images/948187738993516544/p8G0-r47_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/2b50.svg, https://abs-0.twimg.com/emoji/v2/svg/270f.svg, https://abs-0.twimg.com/emoji/v2/svg/2764.svg, https://abs-0.twimg.com/emoji/v2/svg/261d.svg, https://pbs.twimg.com/media/F8sxdRaW4AEBJpS?format=jpg&name=medium"
Enrique Pérez,@yyu31,2023-10-16T19:17:53.000Z,"Enrique Pérez
@yyu31
·
Oct 16Bleeding Heart. Digital illustration made with Midjourney AI. #illustration #digitalillustration #art #digitalart #artdirection #midjourney #ai #symbolism #heart #bleedingheart #bleeding #portrait #digitalportrait",0,3,4,212,3.30,"https://pbs.twimg.com/profile_images/467278263354544128/XkHUSqP6_x96.jpeg, https://pbs.twimg.com/media/F8lX1cVW4AAYVwa?format=jpg&name=medium"
Sovova,@S0v0va,2023-10-16T19:15:11.000Z,"Sovova
@S0v0va
·
Oct 16*ੈ✩‧₊˚
#arttwt #artmoots #digitalart #krita #PaulDano #portrait #Digitalportrait",0,0,7,109,6.42,"https://pbs.twimg.com/profile_images/1675914848503312391/htXTi034_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/1f3a8.svg, https://abs-0.twimg.com/emoji/v2/svg/1f5bc.svg, https://pbs.twimg.com/media/F8lWT64WMAASGq5?format=jpg&name=medium"
Zbynek KYSELA,@DrKysela,2023-10-16T11:32:52.000Z,"Zbynek KYSELA
@DrKysela
·
Oct 16"" Artwork No. 1357  ""
Curious for more? Click the link in my bio! 
.
.
.
#digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie",0,0,1,96,1.04,"https://pbs.twimg.com/profile_images/948187738993516544/p8G0-r47_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/2b50.svg, https://abs-0.twimg.com/emoji/v2/svg/270f.svg, https://abs-0.twimg.com/emoji/v2/svg/2764.svg, https://abs-0.twimg.com/emoji/v2/svg/261d.svg, https://pbs.twimg.com/media/F8jtZnQW8AA6QHu?format=jpg&name=medium"
